# svn co $SVNOFF/PhysicsAnalysis/SUSYPhys/SUSYTools/trunk, taken on 02.06.2015
# cat susy_crosssections_13TeV.txt|awk '{if ($1 != "" && $1 != "#") { s=$3*$5 ; print $1 "   " s "   " $4 " "}else{print $0}}'
# cross-sections are in pb
#
# Z prime

361010   7.04754e-06   1. 
361011   1.13058e-07   1. 
361012   4.40618e-10   1. 

361020   80302080000   1. 
361021   5.26967e+07   1. 
361022   809380   1. 
361023   8452.85   1. 
361024   134.977   1. 
361025   4.20402   1. 
361026   0.242119   1. 
361027   0.00636958   1. 
361028   0.00635145   1. 
361029   0.000236729   1. 
361030   7.0498e-06   1. 
361031   1.1416e-07   1. 
361032   4.40618e-10   1. 

################################################################################################################   0    
# PowhegPythia8 dijet

426001   1473849828   1. 
426002   1.97235e+07   1. 
426003   286031   1. 
426004   3238.71   1. 
426005   62.3029   1. 
426006   2.30961   1. 
426007   0.176181   1. 
426008   0.00643204   1. 
426009   0.000248606   1. 
